Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
258,Arianespace,"Wenchang, China",1964-01-11 02:36,Falcon 9,StatusActive,,Prelaunch Failure
259,ULA,"Jiuquan, China",1983-04-03 21:16,Soyuz,StatusActive,,Failure
260,SpaceX,"Kennedy Space Center, FL, USA",1965-02-25 13:40,Atlas V,StatusActive,,Failure
261,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",2018-05-23 02:57,Atlas V,StatusActive,,Success
262,CASC,"Cape Canaveral, FL, USA",1993-03-02 12:34,H-IIA,StatusActive,,Failure
263,RVSN USSR,"Plesetsk Cosmodrome, Russia",1989-12-09 10:01,PSLV,StatusRetired,59.1,Prelaunch Failure
264,MHI,"Plesetsk Cosmodrome, Russia",2007-08-14 23:46,Antares,StatusRetired,44.9,Success
265,SpaceX,"Kennedy Space Center, FL, USA",1998-04-04 12:50,Atlas V,StatusRetired,,Partial Failure
266,ULA,"Baikonur Cosmodrome, Kazakhstan",2000-01-09 21:15,Delta II,StatusActive,47.3,Success
267,SpaceX,"Tanegashima Space Center, Japan",1980-01-13 17:06,Atlas V,StatusActive,2673.7,Prelaunch Failure
268,RVSN USSR,"Vandenberg AFB, CA, USA",1971-12-18 12:35,Atlas V,StatusActive,61.7,Failure
269,ULA,"Tanegashima Space Center, Japan",2015-10-15 08:29,Antares,StatusRetired,142.8,Success
270,SpaceX,"Tanegashima Space Center, Japan",2010-03-28 09:40,Electron,StatusRetired,136.1,Success
271,SpaceX,"Cape Canaveral, FL, USA",1988-09-10 06:14,Antares,StatusActive,,Failure
272,CASC,"Satish Dhawan Space Centre, India",1988-07-16 07:18,PSLV,StatusRetired,,Failure
273,MHI,"Plesetsk Cosmodrome, Russia",1980-02-12 10:36,New Glenn,StatusActive,,Partial Failure
274,Northrop,"Jiuquan, China",1997-09-20 01:41,Atlas V,StatusRetired,176.7,Failure
275,RVSN USSR,"Jiuquan, China",2008-10-05 15:54,Vulcan,StatusActive,195.4,Success
276,CASC,"Vandenberg AFB, CA, USA",2005-02-02 12:39,Delta II,StatusActive,,Partial Failure
277,SpaceX,"Plesetsk Cosmodrome, Russia",2018-03-10 08:42,New Glenn,StatusRetired,,Success
278,Rocket Lab,"Cape Canaveral, FL, USA",2005-11-01 10:54,Vulcan,StatusRetired,59.3,Failure
279,SpaceX,"Kennedy Space Center, FL, USA",2014-10-07 15:41,PSLV,StatusRetired,157.4,Failure
280,MHI,"Baikonur Cosmodrome, Kazakhstan",2008-02-26 23:43,Long March 3B,StatusRetired,86.8,Partial Failure
281,CASC,"Tanegashima Space Center, Japan",1968-03-17 05:27,Proton-M,StatusActive,178.5,Success
282,SpaceX,"Tanegashima Space Center, Japan",2018-06-16 11:09,Proton-M,StatusRetired,50.4,Success
283,Northrop,"Wenchang, China",1995-09-27 17:17,Falcon 9,StatusRetired,,Success
284,Virgin Orbit,"Kennedy Space Center, FL, USA",1958-09-27 03:08,Electron,StatusRetired,41.3,Failure
285,Rocket Lab,"Wenchang, China",1959-07-24 06:49,Soyuz,StatusRetired,,Failure
286,SpaceX,"Wenchang, China",2005-12-03 07:42,Ariane 5,StatusRetired,29.5,Failure
287,Arianespace,"Satish Dhawan Space Centre, India",1993-03-14 06:40,H-IIA,StatusRetired,1042.8,Success
288,Roscosmos,"Jiuquan, China",2005-04-10 07:02,Delta II,StatusRetired,,Success
289,Roscosmos,"Wenchang, China",2012-06-22 16:01,New Glenn,StatusRetired,359.8,Success
290,Boeing,"Tanegashima Space Center, Japan",1973-11-07 14:45,New Glenn,StatusRetired,102.6,Success
291,Arianespace,"Plesetsk Cosmodrome, Russia",2015-05-26 17:47,Vulcan,StatusRetired,,Success
292,MHI,"Plesetsk Cosmodrome, Russia",2005-02-17 19:21,Vulcan,StatusRetired,,Success
293,Roscosmos,"Satish Dhawan Space Centre, India",1958-06-06 03:56,Proton-M,StatusActive,,Success
294,ESA,"Plesetsk Cosmodrome, Russia",1958-03-23 19:05,Starship,StatusActive,199.6,Failure
295,Roscosmos,"Tanegashima Space Center, Japan",1984-08-22 05:25,Starship,StatusRetired,40.0,Success
296,CASC,"Jiuquan, China",2010-02-04 10:25,Long March 3B,StatusActive,122.7,Success
297,Rocket Lab,"Jiuquan, China",1979-01-17 16:23,Delta II,StatusRetired,253.0,Partial Failure
298,Roscosmos,"Jiuquan, China",1993-09-27 02:30,PSLV,StatusRetired,14.0,Failure
299,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1988-12-09 12:53,Long March 3B,StatusRetired,49.1,Success
300,MHI,"Kennedy Space Center, FL, USA",1989-03-04 02:15,New Glenn,StatusRetired,251.1,Success
301,Northrop,"Baikonur Cosmodrome, Kazakhstan",1957-11-07 14:42,Vulcan,StatusRetired,108.6,Prelaunch Failure
302,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1975-01-23 17:46,Vulcan,StatusRetired,108.7,Success
303,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2018-07-02 04:47,Vulcan,StatusActive,,Success
304,SpaceX,"Plesetsk Cosmodrome, Russia",1958-10-17 15:48,Delta II,StatusRetired,,Failure
305,Arianespace,"Guiana Space Centre, French Guiana",2009-05-24 08:26,Proton-M,StatusRetired,,Failure
306,Arianespace,"Plesetsk Cosmodrome, Russia",2000-05-08 22:34,Ariane 5,StatusActive,109.0,Partial Failure
307,Arianespace,"Guiana Space Centre, French Guiana",1982-01-23 19:44,Vega,StatusRetired,112.7,Success
308,CASC,"Plesetsk Cosmodrome, Russia",1988-09-15 21:34,Vulcan,StatusRetired,,Success
309,CASC,"Tanegashima Space Center, Japan",1962-07-15 06:37,H-IIA,StatusRetired,118.8,Failure
310,CASC,"Kennedy Space Center, FL, USA",1988-08-08 08:11,H-IIA,StatusActive,47.5,Prelaunch Failure
311,SpaceX,"Cape Canaveral, FL, USA",2011-09-16 14:20,Delta II,StatusRetired,106.3,Failure
312,SpaceX,"Cape Canaveral, FL, USA",1960-06-19 19:34,Proton-M,StatusActive,,Failure
313,Northrop,"Baikonur Cosmodrome, Kazakhstan",2011-12-11 09:32,Long March 3B,StatusRetired,187.0,Failure
314,Roscosmos,"Cape Canaveral, FL, USA",1967-05-02 18:18,Vulcan,StatusRetired,,Success
315,ULA,"Kennedy Space Center, FL, USA",2012-06-23 22:22,Proton-M,StatusRetired,,Success
316,Roscosmos,"Kennedy Space Center, FL, USA",2015-11-24 12:43,Proton-M,StatusRetired,164.5,Success
317,ISRO,"Vandenberg AFB, CA, USA",1973-02-17 00:50,Atlas V,StatusActive,187.5,Success
318,CASC,"Satish Dhawan Space Centre, India",2019-04-28 23:15,Vega,StatusActive,,Success
319,Roscosmos,"Kennedy Space Center, FL, USA",1994-03-26 22:22,New Glenn,StatusActive,299.5,Partial Failure
320,MHI,"Satish Dhawan Space Centre, India",1980-07-16 14:15,Vulcan,StatusRetired,222.8,Failure
321,ESA,"Cape Canaveral, FL, USA",1961-09-25 10:55,Atlas V,StatusRetired,141.9,Failure
322,CASC,"Satish Dhawan Space Centre, India",2008-05-15 05:10,New Glenn,StatusActive,211.7,Success
323,Roscosmos,"Guiana Space Centre, French Guiana",1990-06-13 02:14,Long March 3B,StatusActive,,Failure
324,SpaceX,"Tanegashima Space Center, Japan",1962-10-15 00:06,Vega,StatusRetired,206.3,Failure
325,Roscosmos,"Satish Dhawan Space Centre, India",1978-12-27 00:48,Proton-M,StatusRetired,,Failure
326,Virgin Orbit,"Tanegashima Space Center, Japan",1967-12-04 08:28,Ariane 5,StatusActive,69.5,Success
327,ULA,"Baikonur Cosmodrome, Kazakhstan",2019-02-16 22:44,Long March 3B,StatusActive,,Success
328,RVSN USSR,"Cape Canaveral, FL, USA",2004-03-12 10:28,Delta II,StatusActive,29.9,Success
329,CASC,"Tanegashima Space Center, Japan",1972-03-04 19:37,Antares,StatusActive,,Failure
330,Blue Origin,"Wenchang, China",1989-12-03 00:06,Delta II,StatusActive,175.5,Success
331,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1965-12-22 11:30,Delta II,StatusActive,56.7,Failure
332,SpaceX,"Tanegashima Space Center, Japan",2016-09-17 21:19,Soyuz,StatusRetired,415.3,Success
333,Roscosmos,"Vandenberg AFB, CA, USA",2015-07-22 22:50,Vulcan,StatusRetired,,Success
334,Arianespace,"Satish Dhawan Space Centre, India",1962-08-18 16:35,Electron,StatusActive,753.9,Failure
335,SpaceX,"Vandenberg AFB, CA, USA",1972-11-25 02:00,Vega,StatusRetired,,Partial Failure
336,ISRO,"Kennedy Space Center, FL, USA",1985-10-18 17:26,Antares,StatusRetired,126.1,Failure
337,Arianespace,"Guiana Space Centre, French Guiana",1959-11-23 20:46,Proton-M,StatusRetired,53.1,Success
338,ISRO,"Baikonur Cosmodrome, Kazakhstan",1976-09-28 07:32,Vulcan,StatusActive,83.3,Failure
339,Arianespace,"Jiuquan, China",2016-06-17 19:13,Proton-M,StatusRetired,393.5,Success
340,Arianespace,"Jiuquan, China",2015-04-12 03:04,Vega,StatusRetired,,Success
341,Rocket Lab,"Tanegashima Space Center, Japan",1992-12-23 22:44,Antares,StatusActive,,Failure
342,CASC,"Satish Dhawan Space Centre, India",1975-01-21 23:14,Atlas V,StatusRetired,217.8,Success
343,Roscosmos,"Cape Canaveral, FL, USA",1982-08-24 05:32,Electron,StatusRetired,362.8,Success
344,Roscosmos,"Jiuquan, China",1959-07-04 22:18,Delta II,StatusRetired,248.2,Partial Failure
345,Roscosmos,"Cape Canaveral, FL, USA",2019-02-12 12:28,Atlas V,StatusActive,291.0,Success
346,RVSN USSR,"Jiuquan, China",1975-08-26 05:14,Atlas V,StatusActive,,Partial Failure
347,Northrop,"Baikonur Cosmodrome, Kazakhstan",1976-12-23 15:23,Delta II,StatusRetired,120.1,Success
348,CASC,"Jiuquan, China",1988-05-22 22:47,PSLV,StatusActive,827.4,Partial Failure
349,RVSN USSR,"Kennedy Space Center, FL, USA",1963-07-21 09:53,Antares,StatusRetired,127.2,Failure
350,Arianespace,"Plesetsk Cosmodrome, Russia",2008-04-20 08:40,Vulcan,StatusActive,457.9,Failure
351,Roscosmos,"Tanegashima Space Center, Japan",1997-05-15 16:16,Starship,StatusRetired,128.7,Failure
352,MHI,"Guiana Space Centre, French Guiana",1989-08-23 16:55,Proton-M,StatusRetired,1139.5,Success
353,Roscosmos,"Jiuquan, China",1996-01-28 11:44,Soyuz,StatusActive,283.7,Success
354,ISRO,"Satish Dhawan Space Centre, India",2020-01-16 11:45,New Glenn,StatusRetired,134.8,Success
355,Northrop,"Guiana Space Centre, French Guiana",1995-04-05 09:54,Delta II,StatusRetired,,Failure
356,ESA,"Cape Canaveral, FL, USA",1974-03-21 18:28,New Glenn,StatusActive,,Success
357,MHI,"Vandenberg AFB, CA, USA",1996-10-15 01:35,Ariane 5,StatusActive,,Failure
358,Arianespace,"Kennedy Space Center, FL, USA",1957-12-17 18:06,Delta II,StatusActive,230.7,Failure
359,SpaceX,"Wenchang, China",1967-02-18 14:46,Vulcan,StatusActive,286.9,Failure
360,ULA,"Wenchang, China",1984-12-05 23:37,H-IIA,StatusRetired,420.0,Success
361,Boeing,"Guiana Space Centre, French Guiana",2013-03-13 02:37,H-IIA,StatusRetired,254.1,Success
362,Arianespace,"Vandenberg AFB, CA, USA",1981-11-19 15:01,Starship,StatusActive,,Success
363,SpaceX,"Satish Dhawan Space Centre, India",2006-11-13 06:29,Long March 3B,StatusActive,558.1,Failure
364,CASC,"Guiana Space Centre, French Guiana",1979-11-18 10:57,PSLV,StatusActive,,Success
365,Rocket Lab,"Cape Canaveral, FL, USA",1987-01-14 06:35,Delta II,StatusRetired,51.8,Success
366,Northrop,"Baikonur Cosmodrome, Kazakhstan",1986-01-04 23:51,Proton-M,StatusActive,,Prelaunch Failure
367,CASC,"Guiana Space Centre, French Guiana",1998-06-04 06:03,PSLV,StatusRetired,507.3,Success
368,Arianespace,"Wenchang, China",1991-05-20 11:04,Starship,StatusActive,63.2,Failure
369,CASC,"Plesetsk Cosmodrome, Russia",1963-08-20 22:28,New Glenn,StatusRetired,22.7,Partial Failure
370,SpaceX,"Wenchang, China",2016-02-19 18:25,Vulcan,StatusActive,495.0,Success
371,SpaceX,"Vandenberg AFB, CA, USA",1972-04-13 04:26,Proton-M,StatusRetired,,Partial Failure
372,RVSN USSR,"Cape Canaveral, FL, USA",1982-08-12 18:52,Vega,StatusRetired,,Prelaunch Failure
373,Blue Origin,"Satish Dhawan Space Centre, India",2004-12-07 02:58,PSLV,StatusRetired,203.1,Failure
374,SpaceX,"Kennedy Space Center, FL, USA",2013-06-25 10:06,Falcon 9,StatusRetired,486.0,Success
375,SpaceX,"Tanegashima Space Center, Japan",2008-01-12 16:56,Vulcan,StatusRetired,19.5,Success
376,CASC,"Plesetsk Cosmodrome, Russia",2016-04-21 08:52,Falcon 9,StatusRetired,,Success
377,ULA,"Kennedy Space Center, FL, USA",2005-01-04 08:41,Long March 3B,StatusRetired,157.2,Failure
378,Arianespace,"Guiana Space Centre, French Guiana",1958-02-27 12:14,Vulcan,StatusRetired,662.8,Partial Failure
379,CASC,"Plesetsk Cosmodrome, Russia",1957-05-02 21:04,PSLV,StatusRetired,339.9,Partial Failure
380,Arianespace,"Vandenberg AFB, CA, USA",2004-08-02 02:26,Falcon 9,StatusRetired,336.7,Success
381,JAXA,"Cape Canaveral, FL, USA",2018-08-05 07:31,Falcon 9,StatusActive,95.2,Success
382,Boeing,"Satish Dhawan Space Centre, India",1968-11-23 19:09,Ariane 5,StatusRetired,,Success
383,Roscosmos,"Kennedy Space Center, FL, USA",1961-03-10 12:28,H-IIA,StatusRetired,,Success
384,CASC,"Guiana Space Centre, French Guiana",1993-11-10 02:53,Soyuz,StatusActive,133.1,Failure
385,RVSN USSR,"Cape Canaveral, FL, USA",1988-04-09 07:28,Atlas V,StatusRetired,263.5,Success
386,Rocket Lab,"Guiana Space Centre, French Guiana",2015-10-13 08:29,Starship,StatusActive,,Success
387,SpaceX,"Satish Dhawan Space Centre, India",2011-11-07 21:20,Delta II,StatusRetired,203.6,Failure
388,Arianespace,"Kennedy Space Center, FL, USA",1965-06-05 11:10,Starship,StatusRetired,,Success
389,Roscosmos,"Guiana Space Centre, French Guiana",1997-11-26 01:49,Falcon 9,StatusActive,103.0,Partial Failure
390,SpaceX,"Cape Canaveral, FL, USA",1991-11-10 08:01,Starship,StatusRetired,,Success
391,CASC,"Guiana Space Centre, French Guiana",1975-10-10 01:02,Atlas V,StatusActive,59.9,Partial Failure
392,Roscosmos,"Kennedy Space Center, FL, USA",2004-03-06 15:50,Atlas V,StatusActive,48.2,Success
393,Roscosmos,"Cape Canaveral, FL, USA",1972-02-27 03:22,PSLV,StatusActive,,Success
394,CASC,"Vandenberg AFB, CA, USA",1959-06-28 17:19,PSLV,StatusRetired,285.5,Failure
395,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1976-11-19 17:41,Delta II,StatusRetired,,Partial Failure
396,MHI,"Cape Canaveral, FL, USA",1980-05-21 10:28,H-IIA,StatusActive,361.9,Success
397,Arianespace,"Plesetsk Cosmodrome, Russia",2010-10-08 16:25,Antares,StatusRetired,121.7,Success
398,Northrop,"Baikonur Cosmodrome, Kazakhstan",2012-05-01 23:56,Vega,StatusActive,757.4,Partial Failure
399,SpaceX,"Guiana Space Centre, French Guiana",1989-10-28 22:55,Atlas V,StatusRetired,74.4,Success
400,SpaceX,"Kennedy Space Center, FL, USA",1980-05-17 19:47,Vega,StatusActive,1110.3,Partial Failure
401,Roscosmos,"Cape Canaveral, FL, USA",2008-10-07 19:44,H-IIA,StatusActive,168.0,Success
402,SpaceX,"Kennedy Space Center, FL, USA",1967-12-14 01:23,Starship,StatusActive,,Failure
403,SpaceX,"Cape Canaveral, FL, USA",2005-05-21 01:56,Long March 3B,StatusRetired,,Success
404,SpaceX,"Kennedy Space Center, FL, USA",1964-03-21 13:03,Soyuz,StatusRetired,96.4,Failure
405,Roscosmos,"Plesetsk Cosmodrome, Russia",1992-07-17 16:12,Delta II,StatusRetired,29.9,Success
406,Boeing,"Tanegashima Space Center, Japan",1994-06-09 03:34,Ariane 5,StatusActive,420.8,Success
407,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1996-04-17 11:53,H-IIA,StatusRetired,,Success
408,Northrop,"Baikonur Cosmodrome, Kazakhstan",1976-02-05 22:07,Starship,StatusRetired,1115.0,Failure
409,Arianespace,"Cape Canaveral, FL, USA",2018-12-26 01:05,Falcon 9,StatusActive,91.5,Success
410,Roscosmos,"Guiana Space Centre, French Guiana",1991-09-25 21:09,Electron,StatusActive,565.1,Success
411,CASC,"Satish Dhawan Space Centre, India",2004-01-20 11:20,Antares,StatusActive,,Success
412,Northrop,"Satish Dhawan Space Centre, India",2018-11-08 09:09,Vega,StatusRetired,,Failure
413,Blue Origin,"Baikonur Cosmodrome, Kazakhstan",1981-04-06 22:02,Long March 3B,StatusRetired,,Success
414,MHI,"Tanegashima Space Center, Japan",1991-01-11 19:09,Proton-M,StatusRetired,63.7,Success
415,SpaceX,"Satish Dhawan Space Centre, India",1981-06-19 08:51,Vulcan,StatusActive,215.8,Failure
416,RVSN USSR,"Jiuquan, China",1985-04-04 18:45,Vega,StatusActive,,Failure
417,SpaceX,"Satish Dhawan Space Centre, India",1974-05-18 01:36,New Glenn,StatusRetired,30.8,Success
418,MHI,"Wenchang, China",2020-05-01 19:07,Antares,StatusActive,12.0,Success
419,Arianespace,"Kennedy Space Center, FL, USA",2002-09-13 06:05,Atlas V,StatusRetired,,Failure
420,CASC,"Baikonur Cosmodrome, Kazakhstan",1974-01-14 10:43,Vega,StatusRetired,474.4,Failure
421,SpaceX,"Tanegashima Space Center, Japan",1958-02-24 17:50,Ariane 5,StatusActive,185.3,Failure
422,SpaceX,"Guiana Space Centre, French Guiana",2010-06-01 09:56,H-IIA,StatusRetired,40.3,Partial Failure
423,Boeing,"Cape Canaveral, FL, USA",1991-05-11 20:45,Falcon 9,StatusRetired,25.2,Success
424,MHI,"Vandenberg AFB, CA, USA",1972-11-17 02:17,Falcon 9,StatusRetired,471.0,Failure
425,Roscosmos,"Plesetsk Cosmodrome, Russia",2017-07-04 23:46,Antares,StatusRetired,,Success
426,Boeing,"Baikonur Cosmodrome, Kazakhstan",1997-03-26 05:09,Proton-M,StatusActive,,Success
427,JAXA,"Tanegashima Space Center, Japan",1992-03-12 11:06,Starship,StatusRetired,,Success
428,Arianespace,"Cape Canaveral, FL, USA",1989-10-10 16:00,Vulcan,StatusRetired,761.0,Failure
429,SpaceX,"Vandenberg AFB, CA, USA",1960-02-06 17:25,Antares,StatusRetired,,Success
430,SpaceX,"Wenchang, China",1989-03-25 14:50,PSLV,StatusRetired,,Success
431,CASC,"Baikonur Cosmodrome, Kazakhstan",1970-10-01 00:36,Atlas V,StatusRetired,601.8,Prelaunch Failure
432,Arianespace,"Guiana Space Centre, French Guiana",1977-01-07 14:30,H-IIA,StatusActive,39.0,Partial Failure
433,SpaceX,"Plesetsk Cosmodrome, Russia",2004-05-26 02:00,Vega,StatusActive,,Success
434,SpaceX,"Vandenberg AFB, CA, USA",1976-12-27 07:11,Starship,StatusActive,,Success
435,SpaceX,"Guiana Space Centre, French Guiana",2012-05-21 21:56,Proton-M,StatusActive,51.2,Success
436,RVSN USSR,"Satish Dhawan Space Centre, India",2020-12-28 18:24,New Glenn,StatusActive,,Success
437,SpaceX,"Cape Canaveral, FL, USA",1964-11-16 11:12,Soyuz,StatusActive,46.1,Prelaunch Failure
438,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1963-07-24 00:50,New Glenn,StatusRetired,217.5,Prelaunch Failure
439,Roscosmos,"Cape Canaveral, FL, USA",1959-04-14 05:07,Ariane 5,StatusRetired,,Failure
440,Roscosmos,"Vandenberg AFB, CA, USA",1973-03-23 03:04,PSLV,StatusRetired,,Success
441,SpaceX,"Jiuquan, China",2020-01-20 21:27,Vulcan,StatusRetired,,Failure
442,CASC,"Jiuquan, China",1989-12-20 06:22,Vulcan,StatusActive,,Failure
443,SpaceX,"Plesetsk Cosmodrome, Russia",2004-08-06 03:51,PSLV,StatusRetired,523.0,Success
444,CASC,"Satish Dhawan Space Centre, India",1968-03-22 03:46,Long March 3B,StatusRetired,80.0,Success
445,Arianespace,"Wenchang, China",2015-02-25 20:36,Electron,StatusActive,295.4,Success
446,Roscosmos,"Tanegashima Space Center, Japan",2007-11-28 23:40,Antares,StatusRetired,7.7,Failure
447,Northrop,"Baikonur Cosmodrome, Kazakhstan",1978-04-05 01:58,Long March 3B,StatusActive,,Success
448,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",2011-03-24 06:48,Soyuz,StatusActive,,Failure
449,CASC,"Vandenberg AFB, CA, USA",1978-01-21 15:16,Proton-M,StatusActive,89.1,Success
450,CASC,"Jiuquan, China",2002-03-18 19:57,Delta II,StatusRetired,121.5,Partial Failure
451,ESA,"Kennedy Space Center, FL, USA",1986-12-15 22:33,Starship,StatusRetired,58.9,Success
452,Arianespace,"Wenchang, China",1994-02-06 10:33,Ariane 5,StatusRetired,50.2,Success
453,Boeing,"Vandenberg AFB, CA, USA",1994-08-25 00:25,Proton-M,StatusRetired,12.2,Success
454,JAXA,"Wenchang, China",2001-06-19 01:22,Atlas V,StatusActive,,Success
455,CASC,"Kennedy Space Center, FL, USA",2007-09-01 08:21,Ariane 5,StatusRetired,,Success
456,Arianespace,"Jiuquan, China",2010-08-01 01:59,PSLV,StatusRetired,,Success
457,ULA,"Guiana Space Centre, French Guiana",1964-10-13 14:09,Starship,StatusActive,64.6,Success
458,SpaceX,"Kennedy Space Center, FL, USA",1983-03-03 14:41,Electron,StatusRetired,,Success
459,SpaceX,"Vandenberg AFB, CA, USA",1983-05-10 22:58,PSLV,StatusActive,102.1,Success
460,SpaceX,"Tanegashima Space Center, Japan",1990-07-21 16:59,Atlas V,StatusActive,39.3,Success
461,Arianespace,"Wenchang, China",1977-05-03 08:49,Delta II,StatusRetired,68.9,Success
462,ULA,"Satish Dhawan Space Centre, India",1986-08-09 03:08,Soyuz,StatusRetired,,Success
463,ESA,"Vandenberg AFB, CA, USA",1989-12-08 15:35,Long March 3B,StatusRetired,62.1,Success
464,Arianespace,"Guiana Space Centre, French Guiana",1984-05-03 15:50,PSLV,StatusRetired,537.2,Success
465,MHI,"Tanegashima Space Center, Japan",2003-01-25 00:54,Delta II,StatusActive,,Success
466,MHI,"Jiuquan, China",2020-05-13 05:09,H-IIA,StatusRetired,,Success
467,MHI,"Plesetsk Cosmodrome, Russia",1989-04-06 15:03,Starship,StatusRetired,347.1,Success
468,ESA,"Baikonur Cosmodrome, Kazakhstan",1961-06-13 21:21,Electron,StatusRetired,,Failure
469,CASC,"Kennedy Space Center, FL, USA",2016-03-23 12:15,Ariane 5,StatusRetired,248.8,Success
470,SpaceX,"Baikonur Cosmodrome, Kazakhstan",2017-11-20 19:28,Soyuz,StatusRetired,78.4,Success
471,Roscosmos,"Vandenberg AFB, CA, USA",2004-05-20 05:25,Proton-M,StatusRetired,,Failure
472,Roscosmos,"Jiuquan, China",1975-02-12 10:23,Delta II,StatusRetired,327.7,Success
473,ESA,"Cape Canaveral, FL, USA",1960-11-13 02:51,Electron,StatusRetired,230.8,Failure
474,Blue Origin,"Tanegashima Space Center, Japan",1991-06-02 09:59,Starship,StatusRetired,,Success
475,ULA,"Satish Dhawan Space Centre, India",2020-12-21 00:51,Soyuz,StatusActive,,Success
476,CASC,"Baikonur Cosmodrome, Kazakhstan",2005-06-24 10:25,Delta II,StatusRetired,137.6,Success
477,Arianespace,"Wenchang, China",2020-05-23 11:13,Vulcan,StatusRetired,,Success
478,SpaceX,"Guiana Space Centre, French Guiana",1973-06-16 07:42,H-IIA,StatusRetired,,Partial Failure
479,ULA,"Baikonur Cosmodrome, Kazakhstan",2000-11-23 03:27,Vulcan,StatusRetired,,Failure
480,Roscosmos,"Vandenberg AFB, CA, USA",1984-07-06 06:09,Falcon 9,StatusActive,,Partial Failure
481,ISRO,"Tanegashima Space Center, Japan",1986-12-19 18:56,Atlas V,StatusActive,1188.5,Success
482,ULA,"Tanegashima Space Center, Japan",1985-05-21 03:01,Falcon 9,StatusActive,21.4,Success
483,RVSN USSR,"Kennedy Space Center, FL, USA",2002-01-13 20:49,Soyuz,StatusActive,700.8,Partial Failure
484,Roscosmos,"Cape Canaveral, FL, USA",2009-08-17 13:57,Falcon 9,StatusRetired,277.4,Failure
485,ESA,"Kennedy Space Center, FL, USA",1962-04-23 15:53,Delta II,StatusActive,153.6,Failure
